Comment,Category,Value,Sentiment
We as Moroccans demand a slander of the death penalty against the killers criminals children's metal bandits and thugs We say that these suspicious societies do not represent us as citizens,societe,0.95544976,Negative
Like these bodies do not think about the people who were deprived of the pleasures,societe,0.8400106,Negative
Strange is the matter of these associations used to think about the criminal and his family and do not think about the victim and his family and even the opinion of the free society that demands the execution of the death penalty and the criminal deserves the torment that we live and we ask him to execute,societe,0.87940276,Negative
This is a question for the majesty of King Mohammed VI the execution of God and he is a proliferation in the Qur’an and is very clear and some of the state works with it and it applies it,societe,0.90226007,Neutral
These associations fight for the right of the criminal to life and neglect the victim's right to their scales,societe,0.8519738,Negative
And where is Gadi we manage the religious text that imposed the death,societe,0.66429156,Negative
This punishment must be maintained in order to preserve the stability and unity of Morocco and its well -known constants,societe,0.7966693,Neutral
God takes the truth so the bodies or associations that are with him,societe,0.731143,Neutral
Caen Xi Models they committed execution crimes so they should be activated and not canceled,societe,0.86034465,Negative
Morocco is coming to global disruptions especially the World Cup and security should prevail and that with the world that criminality in Morocco does not exist he must be applied in order to take every Moroccan lesson from the killing of a soul as people killed all,societe,0.66610354,Negative
The countries that demand the abolition of the death penalty their criminals are executed and they are funded by those who have no concern except for the creation of confusionTheir relatives by a criminal you will find the first to scream and demand the execution of the murderer,societe,0.944402,Negative
God said,societe,0.5776567,Neutral
Why do these people call for the abolition of the death penalty is it not present in Islamic lawOne knows that he will judge only a year and with the passage of a few years he will be judged by the specified and then the forgotten comes that the year of the arbitrator in it is between it to a year then it comes out freeOr against death,societe,0.52359086,Neutral
A person has the right to a religiously known who lines the word of semi -human being whose crime exceeds the limits of the right to life for those who want people's dwellings and live with them the right to life for criminals who are terrified and terrified of their honorIt is better than applying the rulings for all than their evils,societe,0.66684157,Negative
Personally with the abolition of the death penalty but for the charges associated with political opinion and positions,societe,0.58174163,Neutral
Since the matter is in favor of the two teams with or against the demand for a achievement that would deepen the wound and show a kind of superiority and glory at the expense of unity symbolism and undermining the public peace in particular unjustly and aggressively and the topic has ended,societe,0.56218463,Neutral
The people of this named human rights bodies and those who are aware and know that he lives with us and among us are terrorists who do not have mercy on the human spirit and there are criminals who raped and then tortured and then tear innocent human feedback from children and minors the death penalty is the least that can be judged and implemented against these tyrants,societe,0.9628326,Negative
A demand to cancel the penalty increases the expansion of crime operations We will repeat and have a phenomenon that is a phenomenon in the crime and increases in it,societe,0.49294704,Negative
I hope the Moroccan judiciary will reach a solution to the problem of the precedents of the Justice that prevents thousands of people from entering the job market and the beginning of a new life,societe,0.6044359,Neutral
They obey international organizations and fear more than God and His Messenger,societe,0.7255724,Negative
Execution was executed The criminal was executed,societe,0.8452319,Negative
Indeed the gift of the associations has the right how to judge the execution,societe,0.83824384,Neutral
To those who advocate the abolition of the death penalty you will change your words or your thoughts when your children or your wives are raped or killed one of your family members,societe,0.92819273,Negative
These bodies and these associations are the proceeds of me for me what is managed by the association or body to obtain funds from my motivation and in the end such as their reception such as calling for the demands of the destruction of the country the citizen and societyThe right to the slogan is justice and equality in rights so here I seemed to me outside to be exposed to people in the street and I have their livelihood and strike them and give them sustainable bonds,societe,0.81587183,Neutral
Before licensing for such these its members must lead the oath that they must cling to patriotism law and Islamic law and not put their hands in the hands of any foreigner whatever they are and they will not extend their hands to receive any bribery in the form of a gift gift or support from anyone and that they bear the minister and responsibility before God and in front of the Moroccan authoritiesIn front of the people in any work they do or ideas that they promote the source of the homeland its scholars and jurists,societe,0.79896617,Neutral
At night the owners of criminalization of abortion and relationships are what they call the consent,societe,0.67743355,Negative
There is a lot of confusion on the execution Do we follow what God has prescribed or do we accept what foreign human rights associations have given us until the report came with the anti -Arabism the foster of communication if one of your relatives or one of your children was killed and distorted by a thug so do you acknowledge the abolition of the execution even if it does not heal your answer of course it will not be executedA lesson for everyone who is considered and logical retribution,societe,0.6598719,Negative
The execution must be applied to criminals,societe,0.6775284,Negative
If my words heard I would have collected all the actions that violate the law,societe,0.8195105,Negative
Their purpose is not to execute or the same punishment They aspire to erase many things from the tempting people All of these associations work for external parties and most of them recently Moroccans must pay attention to the homeland Why do they not go to America and prevent them from the death penalty,societe,0.8028243,Negative
Ga let her and a brother who is suspended,societe,0.6157147,Neutral
We wish those who are calling for the death penalty to live the tragedies of the victims of the victims of the victims by human monsters so that we can see whether they will continue to demand the cancellation of the death penalty,societe,0.76455414,Negative
Where are the rights of the victims?Age and wounds Qassasoujo from the Moroccan authorities a popular referendum on maintaining or canceling the death penalty and at that time the result of the referendum is binding on everyone after voting,societe,0.66031146,Neutral
I am a Moroccan citizen I ask me to make the death penalties and the ruling is only for her from the killers of the unlawfulThe Adami monster practices all kinds of counting and God if you are a judge like this monster unless the death sentence is fulfilled by the same day that shows his file,societe,0.90127647,Negative
We demand the death sentence and to perform it for everyone who deserves death without a emotion of ritling by the intrusive human rights associations,societe,0.79041934,Negative
We wish these bodies to stab their relatives with a stabbing of a knife or rape and kill and then wait for their reaction or interrogation about canceling the death penalty Lord as soon as possible,societe,0.87728345,Negative
No to cancel the death penalty so that the crimes of murders betrayal of the homeland and rape do not break out,societe,0.85492355,Negative
Instead of crying and wailing on a criminal who committed a serious crime that was free to call for the activation of the death penalty that remains suspended despite the issuance of sentences to implement it,societe,0.83954173,Negative
The death penalty must be maintained but it must be expanded on to include drug emperors because they kill young people and also the looters of public funds because they pierce the people,societe,0.95140743,Negative
Every time a secular is supported by a supported and has a foreign background and has nothing to do with the law of the fair God and does not understand anything in his religion nor the legal rulings nor the rights and duties and what is the difference between Islamic criminal legislation and the statutory criminal legislationOn all criminals thieves and the public money and the corrupt we have a society that deserves to be said by a favorable society security safety prosperity development harmony love and harmony of an ideal society a summit and a rule but they want it to remain such ignorance backwardness unemployment and corruption in all the joints of the state wow Zaid and Zaid even to Sidi Bouzid,societe,0.5398534,Negative
They are demanding the abolition of the death penalty and we are in turn as citizens and as a civil society that we demand its implementation and the majority not the minority,societe,0.63044757,Neutral
Where is this association or the commission against the application of Al -Qasas when people are killed for several reasons and the permissibility of innocent lives and leaves the families of the bereaved years or foreverIt causes a disability that must be the same fate and the highest members of this body to contact the families of the murdered and listen to their tragedies in order to know the size of the catastrophe that remains private families mothers and widows in the hellIt is peace be upon our master Muhammad may God bless him and grant him peace,societe,0.51329553,Negative
The death penalty is summarized by the words of the Almighty and that you have a life in retribution O first people knowing that the statutory laws and rulings derive their strength from the two source of divine legislation the Book of God and the Sunnah of his Prophet,societe,0.71841997,Neutral
Many parents who pay the price of these institutions in illegal ways at the expense of bribery and embezzlement of the year's money because they are very expensive and therefore they contribute to spreading financial corruption at the expense of the oppressed people,societe,0.9567068,Negative
I studied in an institution with a limited polarization formerly and now I study in the college and touch that the university professors are their academic and pedagogical level,societe,0.82163334,Neutral
In fact in the labor market there is no difference between a graduate of a high school and holds a master in a university that must only be the student technically and linguistically and the internationally recognized system is the university system a single vacation that is characterized by a high school which is a small number of students in the department and a systemAbsence,societe,0.6922345,Neutral
The state must reconsider the polarization institutions as it is a French educational policy that does not help but rather devotes the distinction among the students the state to take care of the colleges under the chairmanship of the university system and work to form a university student capable of thinking creativity criticism analysis and closing the doors of polarization institutions that exhaust the student the student their guardian and the state as well,societe,0.66738856,Negative
The subject of the article is thorny and poetic I will stand on some of the cases of students who I know the right of these higher education institutions with a polarization for subjective and objective reasons over time Unfortunately they unfortunately stumbled in their studies and they ultimately achieve what they dreamedThe same polarization from them and many of them have been fortunate in achieving their personal projects in the guardians of providing the appropriate conditions for the good preparation of the remaining baccalaure,societe,0.5653386,Neutral
If these rich prefer and accept the performance of a degree of study in the colleges of medicine Wu and high schools for Moroccan engineers our universities would have become a kiss for Moroccan and African students who spend without account when they agree to their children to European universities,societe,0.6686625,Neutral
In short the phrase lines a thousand lines on the word guidance because it is the fateful thing that changes the path of human life either for the better or for the same thinking about the guidance and not thinking about how to obtain a carton certificateGuidance then beware then beware,societe,0.6658373,Neutral
According to the opinion of the competition it is important within the schools the limited polarization such as the preparatory departments where the idea of diligence is devoted to reaching the first in the department,societe,0.78110975,Neutral
I hope that you were the French language writing reading and words and words to serve me,societe,0.51308715,Neutral
We ask the Moroccan Institute for Standardization to indicate the products that are examined and the study of controlling such products has become an order in which a set of ingredients harmful to health and the large number and competition of companies are in the episode of God kindness,economie,0.5676096,Neutral
Among the solutions that I suggest - expedite the desalination of sea water to fill the shortage of water - the cultivation of grains that require - changing the pattern of eating the majority of Moroccans consume bread and waste it more so they must keep their pockets and health,economie,0.5703359,Neutral
The flour of all kinds is the main cause of diabetes pressure skin nerves and crabs scientific studies,economie,0.7395369,Negative
The cultivated spaces for building residential buildings have been reduced by farmers selling their lands because of the real estate lobby and the crawls of our agriculture are made by building apartments that are similar to sardines,economie,0.7119194,Negative
We import the pills We import sheep and cows so what are the results of the efforts made by the Ministry of Agriculture research institutes and huge funds that have been spent on developing agriculture,economie,0.73127013,Neutral
The misfortunes of a people when a people are beneficial and strict monitoring of agricultural insurance especially in Chaouia Rahmana and Safi and Al -Hawz plows two hectares and benefit from the support of drought over the hectare of the farmer and an insurance manager who rejoices when the chain of transmission does not descend such as the monopolists of the garment they do not like winter because it spoils their trade,economie,0.4948964,Neutral
The question must be directed to the Minister of Agriculture and the extent of the efficacy of the green plan for what may not give good results,economie,0.49041852,Negative
The decline in the grain level is caused by the president is most of the crops from the grains and most of our driving lands We are also absurd There is also absurdity in managing the harvest and abundance sold in the internal market and is issued at the prices of a season in the internal market and imports at a missile price The question arises,economie,0.696593,Negative
We shatter record numbers in exporting tomatoes vegetables and fruits and complain about the scarcity of pimples to grow grains The solution is to focus on the production of grains for national consumption instead of focusing on the production of vegetables and fruits especially in the agricultural lands of the country granted to private,economie,0.47817612,Neutral
Without philosophy there is a decrease in and reduced the cultivated areas due to the neglect of the small farmer to plow his land and follow the failed afforestation policy by the state and like that towards the great farmer for other crops that generate him with great and rapid profit despite the important struggles that the country knew but the three reasons that I have been declinedAugust for the amount of grains of this year,economie,0.47801018,Negative
Let's be clear by virtue of the fact that I am the son and policy of the green MoroccoFirst by virtue of drought and secondly not to communicate with the ministry’s competencies and take their observations and its political sporting will not take nor a single step and the helper of God,economie,0.65123975,Neutral
One of the first reasons is the decline in rainfall and the decline in the cultivated areas of wheat especially in the lands adjacent to the major cities that seized fertile areas due to the expansion or entry of the lands into the civilized field,economie,0.53946203,Neutral
It is not possible to change agricultural policies because they are mortgaged to climate fluctuations and the exacerbation of the phenomenon of desertification and dehydration but it is possible to think about changing the style and pattern of consumption and abandoning the pills in particular as it causes diabetes diseases digestive problems and chronic diseases of this barley for example the best choice because it was not exposed to the modificationsGenetic and capable of adapting to the dry environment and rich in many nutritional benefits that enhance bone health and protect the digestive system,economie,0.4768668,Neutral
Regardless of the drought that we hope may God have mercy on us in the coming years if we go back to the straight path there the real estate lobby which dominates agricultural lands to reside on its buildings which led to the weakness of the drowned pieces and the absence of the state to fight these corrupt people,economie,0.5124993,Neutral
The most important component on which to develop the cultivation and production of pills in Morocco is the water nerve so this strategic cultivation cannot be developed with the lack of rain and the scarcity of dams and rivers and the land lands is available to achieve the diet of grains in the event of the presence of the water and without it there is no benefit fromI think that the search for water sources by building seawater desalination plants and digging groundwater wells and exploiting them in watering the lands of the pore with a permanent advanced irrigation system that takes into account the conditions of the farmer and the nature of the land may be one of the urgent solutions to alleviate the process of importing pills as enough to expand the circle of production of vegetables and fruitsBecause what exists and available guarantees us the duet sufficiency and ensures that the export pace for foreign markets remains on the addition that we need is to provide the appropriate conditions for the Moroccan farmer encourage it and support it on the cultivation of grains and focus the state's effort on changing the agricultural strategy and searching for the exploitation and revival of the landsWith a drip or spraying system,economie,0.733327,Neutral
The green scheme has proven its prestige failure and did not achieve self -sufficiency in many fields including wheat and meat and accordingly they must be held accountable and asked them Where did these billions goEgypt is from self -sufficiency palm and feed in all its types and huge fish basins,economie,0.86763245,Negative
Failure to teach in health failed to agriculture in the family code There are many reasons and failure one of the drums and the pendant until God inherits the earth and those on it,economie,0.72748744,Negative
Modern agriculture has made every country specializing in the production of a specific type of agricultural products Morocco and thank God he chose to specialize in the production of tomatoes avoca and Indian Negev in a very large way which is allocated to its cultivation of vast areas,economie,0.7907637,Positive
In the cultivated area the grain respected and governmental choices retreated but the strange is the concentration that gave us a lesson in the closure with the instructions of His Majesty in self -sufficiency and the calls of experts society and living agriculture but the government responds to pure questions and a wonder point is the problem and returned the country the world lunch basket andA currency for export and import owners and without addition to the greatest blackness,economie,0.67586994,Neutral
The lack of rainfall and its lack of joining is what has become a climate discrimination in the North Africa region for several years There who have chosen the use of artificial intelligence technology as the State of Pakistan did to raise the morale of its people,economie,0.64460737,Negative
The Ministry of Agriculture must prevent the cultivation of watermelon in all its forms the spoiler the yellow watermelon and others and each peasant product that can be dispensed with instead,economie,0.59827155,Negative
Raising the areas of cultivation to drain the waterbed to produce fruits We have no need for them,economie,0.52271223,Neutral
The ministry and the engineers are officials one hundred percent What does the farmer want does not think about the state's crops nor the state is not satisfied with the peasant wheat thinking about his livelihood if the state encourages it to grow watermelon and tomatoes Watermers and tomatoThe ministry must change the agricultural policy and take into account that Morocco is a dry country for thousands of years for the state to store grains for years except for Moroccans at the first siege and the state must grow the desert and irrigate it with sea water without desalination There are plantations that bear where the engineers are asleep or separate the lost in,economie,0.5347387,Negative
Al -Hassan II may God have mercy on him said in one of his speeches if we reached the cultivation of a million water hectares of grains annually we will have reached the dati,economie,0.5988565,Neutral
Now an investigation must be opened in the looting of the billions that were monitored to the Ministry of Agriculture in the person of Akhenoush for the green plan program where it was spent and what is the result when Morocco cannot provide self -sufficiency in agriculture and why we rejoice that our country is a peasant country and we are importing pimples and cotton until meat we have imported it from abroadIsn't this level to be replaced in the agricultural field and an investigation also requires an investigation into the budget of the Ministry of Agriculture,economie,0.71135217,Negative
It is the inevitable outcome and outcome of the failed planners the green Morocco and the green generation that accused the lengthening and huge money from the money of the calamity of the strike without the slightest evaluation or examination and a chapter and no sergeant They were two holy programs,economie,0.53087944,Negative
Some comments are similar to the comments of the Egyptian electronic flies the cause of this decline is the failed and consuming plants such as Avoca and Al -Dallah Al -Kho,economie,0.73277074,Negative
Why do we cover the sun with sieves the truth is visible so the grain crop decreases in recent years not because of drought alone because we lived with drought since the eighties and not now and the main reason is the agricultural policy that we have pursued during these years as we encouraged the fruitful afforestation of export instead of cultivating the grain of the main food of the Moroccans so that we are not satisfied with usSelf -grain of grains and we are not satisfied with vegetables fruits fish and meat because we have become buying all these foodstuffs with a hidden price and living became more difficult than it was before the coming of the black scheme that blacks everything in our lives,economie,0.8010143,Negative
The state must intensify its efforts to educate the citizen to change the nutrition pattern of the till and delete bread and everything related to the carbonies or at least reduce dependence on it in nutrition for security effects on a negative impact on the health of the citizen and the cost of the state and the citizen alike,economie,0.6065643,Neutral
This is his name the green plan that turned agriculture into export cultivationAnd they rise up in the currency and the state executes them and at the same time you buy wheat in hard currency a calculation that does not enter the mind,economie,0.5185845,Neutral
Peace be upon you drought,economie,0.80436265,Positive
Frankly we destroyed us with taxes I was surprised by us,economie,0.8159488,Negative
Hanna is acceptable to organize the largest world concert world cup and a large tourist country that hosts millions of citizens of the world,economie,0.7717795,Positive
Hemp contains more magnesium than almonds nuts and fish,economie,0.75401706,Neutral
Indian hemp contains two substances that make a soothing medicine for nerves,economie,0.51165557,Neutral
I hope that this partnership like her former sisters who knocks our sons between the Amazigh and non -Amazigh Moroccans will not be used to remove the barbarian back who contributes to its carving in a hidden in a hidden way that does not attract the attention of the store or those who are keen on the unity of this homelandTourists outside the good people who are far from riding a Trojan horse to stop corrupt eggs in its bright nests,economie,0.7220936,Negative
Hope and hope for God that this project is not prey to the opportunists and the looters and to harness to save the unemployed from unemployment,economie,0.4697311,Neutral
Whether these numbers and the proportion are correct or relative they are very dangerous especially as we live in technology time when we hear young people without work and do not know so how do we imagine tomorrow's Morocco,economie,0.8737003,Negative
The triviality of scientific and literal formation in short globalization does not have mercy and self -reliance is the only only way and a place except for stinging and competencies,economie,0.58990073,Neutral
This huge number of unemployed youth Diyal Sports mine Lee I can answer Lina Olympic gold medals it is sufficient only to provide mathematical infrastructures and make proximity stadiums free,economie,0.6252917,Neutral
Setter must be facilitated to go out and search for work outside Morocco Morocco is in danger in the abyss and in larger bankruptcy than expected,economie,0.7595537,Negative
I ask the High Commissioner for Planning as a Moroccan citizen to count the Moroccans who carry the higher evidence and they did not find a job or a job that preserves dignity and exceeds the age of employment and is rejected in the private sector and I am among them,economie,0.75571054,Negative
Hado especially the recruitment,economie,0.75904167,Neutral
A special Sonter Professional Bash youth is increasingly learning a craft but Magnato lives in Morocco first by land,economie,0.7968661,Neutral
This number will double within the exacerbation of the problem of inflation and the monopoly policy that increased the wealth of adults and caused the deterioration of the purchasing power of most of the medium and poor groups and the problem of increasing social differences and the education employment and health crisis and the failure of development policies especially as it focuses on economic growthInstead of developing the human element the pillar of every comprehensive development policy,economie,0.75747293,Negative
The correct number is because the majority is the cold of the flags prefer to sleep until the hour,economie,0.7471969,Neutral
This means that all the governments a year ago were immoral par excellence because they were not planning for anything and I am not surprised that the situation had continued as it is since that year Have you now found the result of the neglect of educationIn and what are these foreign companies that you will count on to operate a million and a half million realistic it is a disaster that has no solution but to get out of the market economy and adopt an economy directed in many sectors,economie,0.8388263,Negative
The marital and cultural status there are French French Russians and Africans not a language and they work in Morocco and I met with them literally You can walk other than Rabat to the point that there are cities marginalized society and the social situation in MoroccoGirls mean that this culture is a prevailing that women are for marriage which is a very dangerous matter for the girl to give up at home without work at night and links to marriage and marriage in Morocco is not guaranteed and collapses due to the economic and social situation and global inflationThey serve Bash they are removed from corruption and after the family and the neighbors,economie,0.7277519,Negative
With the sword of the Moroccan young man from a year he works like slaves in forced laborA state as the responsibility launched the marriage to everyone who gives Bash invests in the tax family problems and the problems that are behind Hadchi,economie,0.56371915,Negative
Russian my girlfriend is as a dirham in the day and my friend from Cote d'Ivoire as a dirham in the day in the legal work in the cafes There is a side of my sideIn Moroccan society he played football harnessed in the shops and received with civilians Gadi they are mutating in life the first thing other than football as learning on the lack of responsibility the team's failure and as a dependent on the Moroccan mentality of the Moroccan mindAnd the system of forced children,economie,0.6174632,Negative
Peace be upon youLike these people to exploit them in religious extremism drugs sexual exploitation and secret immigration that is due to the state and society to protect our sons and daughters and to facilitate their ways of education and training and to benefit from these energies,economie,0.54527575,Neutral
Culture the social situation and football is the reason for the allegation of young Moroccan youths as a use of a computer and we enter and I got acquainted with some young Moroccans girls and Dakour and we try to teach them by virtue of that they are Moroccans and they loved Baladam according to what they are looking for after which they discovered that they agreed with dozens of Syrians and the paradise Bash they are upset and the strange thing is that they live in CanadaMicrocal work without work,economie,0.6613088,Neutral
The problem in society and the people and in the state the Moroccan government is a million times better than European governments,economie,0.43773258,Neutral
Why the government with all its members and its parliamentarians lying these numbers and underestimating these numbers and reducing their importance and in return they drum and spread fallacies and lying about their failed programs,economie,0.9391362,Negative
Unfortunately when you find young people with ambition but you find them suffering from a sustainable disease or disability that prevents them from doing anything so they always think that they are dependent on society and plan to put an end to their lives,economie,0.9505895,Negative
Wiped illiteracy and compulsory recruitment to integrate these young people in public life instead of displacing them and hanging them in the streets and that is accompanied by deviations and corruption It should not be satisfied with counting them but finding effective solutions to save them and save society from their behavior especially drug use theft and corruption,economie,0.7891956,Negative
The state should not be satisfied with counting these young people but finding a way out for them in order to become good in society and not deviants who harm their families and society,economie,0.7670931,Negative
Hado Kaikono Utophop,economie,0.78624797,Neutral
Praise be to God thanks to the football and the World Cup it expires to all these consistent,economie,0.8979018,Positive
The extreme poverty that we suffer from is the reason for this We did not find enough money for study for training or immigration,economie,0.9149334,Negative
I mean we do not need to import the Ghandamina enough this year,economie,0.5385368,Neutral
Do not prevent people over a year from vocabulary formation people who prayed for and Baggin learn and at night they have to save their formation with their money they are not for the formation of the formationAnd they open the door for training and learning killing hope as young people saw congestion only the hatred of the country and its ruler,economie,0.7191458,Negative
These are the greatest social problems in this instead of allocating billions of public money to politicians and with trade unionists and weakening the double of those amounts to associationsOnly the biggest,economie,0.8493291,Negative
The sad thing is that in the article he wrote that their ages range from one year I mean since the beginning O man if you are not yourself another person will not help you trust in God and strive for yourself,economie,0.6359352,Negative
The problem in the state is not a popularityTo become a threat to society the state and the international community see Europe,economie,0.72484493,Negative
The reason for the shift of young people to Night is the interruption of the study and the first reason for the interruption of the study are teachers and professors but you refuse to admit this and refuse to hold them responsibility because you are afraid of them and refuse to do the correct statistics and give the correct number which is greater than that because that will force you to find an urgent solution for this categoryBut you refuse to do so because this category does not concern you at all why you do not facilitate the conditions for passing the baccalaureate exam free in order to criticize this group of,economie,0.7745143,Negative
A million bastards multiplied by twenty,economie,0.8881867,Negative
Hadi's calamity and if this matter does not surprise most of us but the recognition of the institutions with this amount of shortcomings in society at the level of work catering and education in constitutes a setback for individuals and society and on the highest concerns the state itself or to transfer its institutions and all the previous governments with all the parties of the parties that led them and contributed to the worse that thisThe numbers will be linked in one way or another wish except from the womb of my Lord including fear and all fear that these new generations will be familiarDecorating it and modernizing it with glass furniture and pure energy,economie,0.5791867,Negative
All currencies of the world keep pace with and decrease or rise according to local or international inflation or compare them to dollars except the Moroccan dirham in line with summer holidays and holidays as the community and migrants in the summer rises to blackmail the pockets of migrants and profits drainage and banks and decreases with the end of the summer vacation,economie,0.6856063,Neutral
In fact the prices of gold are still on the condition there only is reluctance to buy it from all As for the decline that the agencies are removed it is the price of the heads of the head of the dollar and the euro and the fluctuation of their exchange rates with the rest of the currencies of all countries of the worldIt tends to rise throughout the week,economie,0.7115189,Neutral
The price of gold is declining throughout the world as is the case with the sales and the bars except in Morocco,economie,0.49574322,Negative
We do not need to export dates as long as we do not have self -sufficiency and we import more than the dates,economie,0.7076217,Neutral
It is nice for the Moroccan dates market to open to the global markets to move the wheel of the economy but it is not nice that the Moroccan citizen does not have a share of these things for its cost compared to its Tunisian and Egyptian counterparts without which the simple people did not eat dates in this country,economie,0.6023153,Negative
The proverb says the house in which there is no fruit of his companions hungry when the Moroccan citizen is satisfied with the fruit of his country and buys it at an appropriate price when he can export,economie,0.7614804,Neutral
It is noticeable that our economic policy has become based on exporting what it produces and the problem is that we import products of the same type with less quality to cover the internal market and thus we export the quality in hard currency and import the garbage of others in a portion of a currency and of course the rest of the currency keeps in their pockets there is a solution that issued all the products of the countryAnd do not import which citizen is able to fulfill his needs of eating pardon,economie,0.6599546,Negative
Palm cultivation requires a lot of time to obtain the results and it is possible to instill more trees entering traditional oases and expanding planting in the lands adjacent to the oases and also in new lands because planting palm gives dates and also struggles with desertification and has a lot of a broker like the newspaper that can be grinded and presented instead of hay for the livestock and the problem that you suffer fromThe oases is the lack of a pipeline network to transport water to it from remote areas,economie,0.5118654,Negative
Dates do not enter into the American or Western food culture in general so leave the dates for our tendency to buy dates in Ramadan After Ramadan it disappears from the market,economie,0.64825493,Neutral
I live in the city of Ziada and a good manner but what I notice is forbidden for officials These demonstrations organize them in Rabat Schools opens the major festivals and wow,economie,0.5233869,Neutral
We want electronic games programmers,economie,0.7137183,Neutral
Wow Wow Gadi this thing is to numb the minds of young people and this people do not have the children of God,faits-divers,0.9047856,Negative
May Allah reward you our security devices that are watchful for the security and safety of the servants and when we hear another process that our security is carried out outside the homeland to help our country's friends in a fight that appears nihilists between us and wondering with cunning what security efforts are in Ladda with a paper and a pen to write down all small and large achievements that were in abortion of crimesInside,faits-divers,0.48621008,Neutral
The matter is exacerbated in the absence of a deterrent law and I mean execution for those who harm human health,faits-divers,0.9634842,Negative
By God I do not know from where O nation of the Messenger of God may God bless him and grant him peace if the atheist China executes drug dealers then what we are even though we are the first to be done by God then God will not dare any criminal on trade if the execution is applied to them The equation is that the hideous crimes are killedAnd the rape of incest cutting and burning a person while he is alive which we see in social communication is caused by Al -Qarqoubi who loses a person his human being and becomes a monster and even parents did not surrender from them so fear God and we are all responsible in front of what is happening today in our eyes of our eyes from the scandals today,faits-divers,0.8483759,Negative
If the head of the house is a tambourine then the people of the house are all dance,faits-divers,0.8950289,Neutral
Daba Dar Al -Umrah on God preaches and returns to the right path and God thinks in his daily life to God will be permissible and accept his age because Umrah is to Umrah when the noble hadith is between them as well as to Hajj O God guide him the right path,faits-divers,0.5314011,Neutral
Beating insulting threats and dirhams no dirham on an official other,faits-divers,0.73195213,Negative
A fine of Diyal Dirham Kafwalu in any way except to drink coffee This is a special imprisonment penalty,faits-divers,0.7020477,Negative
The fine is almost in the event of burning the Red Daru with him over Meziane,faits-divers,0.7889886,Neutral
A fine of five hundred dirhams encourages the same malicious work,faits-divers,0.86584747,Negative
By God how do we want to fight corruption and spoilers with such judgments three years and he is beneficial to millions of this convergence,faits-divers,0.556584,Neutral
What was hidden was the greatest of God and the best of the agent is a beautiful homeland in the hands of traitors spoilers,faits-divers,0.45226306,Negative
The bribery penalty in China the Communist state has a death penalty with bullets and bullets at the expense of the Martheh family in the infidel state,faits-divers,0.90513515,Negative
Rulings and fines are very diluted helping to spread financial and administrative corruption is this not the person who seized a billion centimeters for a billion centimeter for a large architecture license in Kiliz in Marrakech who was accused by the project owner of the brightness so how can he be sentenced to only one million so where is the other money obtained since he took responsibility and whereThey are accompanying and participating with him and the mediators If we really want to fight corruption we must have determination will ability and audacity to do so and fulfill it,faits-divers,0.7051847,Negative
This is the ruling of we will fight the master who hit the billions and ruled over him for a million as if the law came to broadcast what the accused earned and made all his properties see the great betrayal of the homeland and the citizen and require the death sentence and the return of all property to the state treasury and compensationYassera society and controls years and a million,faits-divers,0.5703611,Negative
We cannot say in such issues other than God grant us good conclusion and grant us a good wife and good offspring O God,faits-divers,0.705305,Positive
Activating execution may God have mercy on the parents,faits-divers,0.62980205,Neutral
Just Royal Royal Classes and works in silence,faits-divers,0.72035456,Neutral
If it is a crime of honor there is no sin on him or if an honor is cheap for this time,faits-divers,0.65306723,Neutral
When justice is not deaf blind or deceived the justice of Moroccan justice will inevitably begin and will judge all criminals,faits-divers,0.57420456,Neutral
It seems that the file of the professor will not end and require other years in the investigation and the discovery of other imbalances because every time the hidden things were exposed to what he was doing over two decades of deep suddenness in the work of corruption of various shapes and dimensions,faits-divers,0.51188886,Negative
I liked the comment of one of the readers,faits-divers,0.9432036,Positive
Oh God do not gloat there is more dangerous than a person to be financially morally socially and politically,faits-divers,0.9443602,Negative
Morocco which we want to cut with corruption link the governance to the accountant with the rest of the two spiders,faits-divers,0.51156604,Negative
I have a store selling building materials and drugs that appear on the signs of wealth then one of them comes and whispered at the slightestI initiate the change of the city's manager and determine the strategic places in it to employ them in my future projects such as the architecture of Hammam Hotel etc,faits-divers,0.85850364,Neutral
Is the city of Casablanca still deserves its nickname which indicates the whiteness or must be called the House or the Blue House because it is mutant and there is no longer anything in it that impresses and the dazarids of excellence,faits-divers,0.6434277,Negative
A picture of strong connotations from within the dome of the Council of the House of Representatives,faits-divers,0.8682613,Neutral
The strange thing is the one who took over a city from the size of Casablanca its population exceeds its millions,faits-divers,0.5315693,Negative
The trial we smell of corruption There are no explanations or explanation for everyone who was involved in the case There are people from a large party involved and there are those who have provided the dungeon on this,faits-divers,0.8045139,Negative
What must be done is to retrieve the looted money first before it is too late and then we follow the rulers that may last for a long time,faits-divers,0.6280129,Neutral
What he suffers from what he suffers from and the weight of Mr Muhammad is a creator in which a very large percentage of responsibility for the state ie senior officials who were for two full decades see their eyes hear their ears and they will smell their noses a smell that costs someone to do its role until the torrent reached the human soul weak in front of Moroccan emirates of the wombGod is therefore if every official in turn and at the appropriate time corruption would be stopped at the beginning of it and we would have given us a lot of money for the benefit of the country and the citizens and I will join the Kef in an need for these troubles and the problems that have suffered and still suffer from the Judicial Authority with all its structuresWho are responsible for monitoring the proverbs of creative who did not do their porn yet they are free free not even referred to,faits-divers,0.54124606,Negative
