Id,roberta_neg,roberta_neu,roberta_pos,translated_comments
211,0.0058998778,0.24854673,0.74555343,"The disposer of its composition is the backbone of the administration in them, who are melt and heads of departments and heads of the Ministry and the Ministry have improved the status of engineers thanks to the intervention of the King's advisor with moods and an important improvement in their salaries as well"
212,0.006069795,0.14569582,0.84823436,"As an admin, I offer my warm thanks to the media and union body and for all the free, including the Hespress newspaper to contribute to the enlightenment of the national opinion on the just rights of the behavior in this beloved country"
213,0.3965681,0.56052375,0.0429082,Nothing will extinguish the disposers except for fair justice and a fair basic system
214,0.110851616,0.7399383,0.14921008,We want procedure and a just and fair system for the administrators
215,0.55749077,0.41820914,0.02430011,"Why do officials fear the file of the disposers, even though their demands are simple and legitimate, which is to make me fair with the rest of the state’s ideals and that it has long procrastinated these demands for a year."
216,0.17606126,0.6036707,0.22026803,"The disposers are supreme frameworks despite the nose of the haters, so do not underestimate them and do not think that their high level in dealing with your distinction between them and their likes from the supreme arrivals is a surrender."
217,0.23453698,0.7003945,0.065068506,"Glory justice and a basic system for the administrators Authority, two mockery of this category, which is the nucleus of the Moroccan administration"
218,0.58492136,0.40021044,0.014868192,Technicians have to raise the pace of protests because they are more excluded than the disposers
219,0.58859277,0.40122363,0.0101836445,"If you see that you are darkened, demand your right and let you from the behavior"
220,0.22981147,0.7408206,0.029367901,The disposer is demanding the wage justice only since
221,0.11414355,0.6943884,0.19146807,"The rights of the disposers will come, God willing, the struggle, because it is the only solution before us. This government will respond only to those who go to the street"
222,0.35802612,0.5893291,0.052644778,Reforming the Moroccan administration cannot be achieved without procedure
223,0.6133119,0.37370193,0.012986174,"The state is obligated to unify the wage in exchange for the same certificate, otherwise it follows the policy of racial discrimination between employees."
224,0.008385539,0.12962092,0.8619935,"We want a rewarding justice and a just and fair system for the administrators, and it is sufficient to be proud of this group, so we are all the sons of this country"
225,0.24217921,0.71196604,0.04585476,"One is sleepy for a full year, what is Kidir Walo, and if Kidir serves the latter of the strikes of the strikes, it is veiled with one for a whole year, and it is in the mouth of the cannon."
226,0.68962574,0.2844174,0.025956957,"Why is this compliance in breaking and opposing the disposer, we are the people of this country, and we only want justice with them like us in the general job, and you have been subjected to us, and you hated us."
227,0.030273486,0.45568582,0.51404065,The disposer is a high frame and deserves the best of the wage justice with similar groups away from the logic of the reserves
228,0.022586798,0.37182993,0.60558325,We emphasize the need to upgrade the legal and functional situation of the disposers as the most important entrance to reform away from the political accounts. It is necessary to listen to this group and remove the injustice from it in the closest time. We are all confident in the prime minister for our fairness.
229,0.09570887,0.80566555,0.0986256,"The disposer is the arrangement now, it must be fair, not about the power of God"
230,0.81310594,0.173555,0.013339055,"It is unacceptable that the disposers who hold higher evidence of leave, master and doctor are not incubated with a fair basic system such as engineers, knowing that the engineers include applied engineers the lowest level of disposers at the level of evidence.Dirham and they will be implemented from a dirham without a struggle."
231,0.45083395,0.5089554,0.04021063,Reforming the Moroccan administration cannot be achieved without the fair justice of the administrators.
232,0.0046966164,0.12974732,0.8655561,"God suffices us, and bless the agent, God suffices us, and yes, the agent"
233,0.511054,0.45728508,0.03166095,What we were afraid of as behaviors that occurred to the slope of the general increase of wages devoted discrimination and injustice between categories that have previously benefited from improving their income and systems during the last ten years and between other categories that have not improved their income or its systems for more than twenty years such as the disposer as an advertisement ready to return the general increase approved by the government of the government justice.first and last
234,0.050963275,0.7442705,0.20476617,Morocco is a country of tolerance Muslims with the lineage of some minorities of religions. The latter pursued the policy of hiding from its positions except from behind in some media outputs and praise be to God as I said Morocco lives in it one responsible for his choices and one who will be rewarded for his work by his Creator
235,0.1932024,0.76487535,0.041922342,I think that it is necessary to distinguish between atheists and the two countries or the asthma.
236,0.27349958,0.68073356,0.045766946,"If this few category goes out of the Islamic religion, it will not harm it in something in return."
237,0.8694743,0.12578054,0.0047451225,These atheists hide themselves in the image
238,0.9343396,0.062181294,0.0034790952,This type of human being has a struggle to make me with themselves and cannot get out of the sea of darkness because hearts are blind and not vision
239,0.0058198445,0.2798729,0.71430725,Praise be to God for the religion of Islam and God guided us to its straight path
240,0.02533543,0.24323325,0.7314313,"Thank you for the Dutch, Lee, taught us the danger of the indigo for me."
241,0.5517714,0.42442212,0.023806497,"This is the category that the academy calls for a religion, which drinks alcohol and does not fast Ramadan and jokes to Islam in short.The then you find is racing against the first rows in the homes of God, because they are born on instinct, which is Islam"
242,0.30540916,0.61038035,0.08421042,"It is necessarily known from religion that whoever does not believe in God and a messenger lost out of the religion of Islam from its vast doors and becomes an apostate in Islam and calls it the infidels who believe in Islam and commits sins, but he recognizes the existence of God and believes in the message of Muhammad, may God bless him and grant him peace.Islam, Lord of the worlds"
243,0.4394995,0.5324206,0.028079914,"They were disappearing, but some atheists did not hide their atheism and declare this in public"
244,0.8089815,0.18384321,0.007175262,"Through my journey between the social upbringing of the religious, then I failed in an attempt to deny the existence of the creator of this stupidity of Islam once a complete conviction and the filtering of myths and the corrupt beliefs that we were brought up in in the society."
245,0.048740454,0.6956081,0.25565144,"God Almighty says in his book that you do not guide those you loved, but God guides whomever He wills, God Almighty"
246,0.38932317,0.5781165,0.032560386,I can assert leave myself unlike the other religions that their children leave because of my ideology
247,0.7724976,0.21691935,0.010583025,"What I do not understand in the thinking and logic of these people, despite my respect for their ideas and orientations, they love the region and rationality, so I do not accept the laws of religion because they see it from man -making to control and whether the laws of states are the creatures of other creatures and are not used for the same purpose"
248,0.19908248,0.64095384,0.15996371,Difference
249,0.66831744,0.31947497,0.012207582,"Moroccan atheists claim only that they are atheists as a fashion, and I see me out of religion on religion. As for them, they are Muslims"
250,0.026950102,0.41148743,0.5615625,"We must differentiate between sins, practical disbelief, belief disbelief, practical hypocrisy, and belief hypocrisy. Praise be to God, Islam spreads abundantly and with the conviction of those who enter into it, and most of them are people who have a very high level. Therefore, I advise everyone to seek legal knowledge and call for monotheism with knowledge and mercywisdom"
251,0.53198373,0.44503397,0.022982286,"The information is only the definition of the indigaines is not the indigo atheists who admit that there is a creator of the universe, but they do not follow any religion in return, the atheists do not admit that there is a Creator and that the universe and creatures are a natural form formed"
252,0.013159388,0.29985857,0.68698204,"Praise be to God, Morocco is a country of tolerance, Morocco is tolerant with the worlds, Christians, Jews, and all religions, as some extremist voices, but security for them"
253,0.020020043,0.5966476,0.38333234,"I think that the majority of Moroccans are Muslims, Jews, Christians, or atheists who have a culture of awareness and their personal intellectual freedom without imposing one of his doctrinal choices or traditional customs, and that the Moroccan constitution guarantees the right for every citizen freedom to embrace any religion or not and that is the principle of coexistenceAnd tolerance to all the free Moroccans, the nationals, the patriots, the scholars and the honorable, especially from them."
254,0.18168782,0.7546102,0.063702025,"A person is free in his beliefs, worship or does not worship the important thing that does not perform anyone"
255,0.8474354,0.14586776,0.006696864,"O Dutch researcher, the last time, all of them are looking for political asylum in Europe. I live in Sweden and know a large group of Afghan, arrangese, Iraqis, Syrians, and the Kurds asking for asylum that they changed their religion or that they are atheists or they have sexual tendencies for men or they are against Islam or or or or or or or orAnd all this is a lie in a lie, and these people believe them and do not know the young defects from the countries of the third world"
256,0.06702171,0.6895254,0.24345286,"Perhaps this is what makes Morocco one of the most high countries in proportions because even religiosity is not rational as much as it is emotional, collective and cultural, so each one has its own perception of religion and the belief and the question that presents itself. Is the religion today the same is the one that practiced and and will a generation fast until the afternoonThen God asks to accept as it does today in a different majority, where you fast Ramadan and pray in Ramadan and then unleash all that is permissible in the hope that God has forgiven, merciful.And it makes us accept the occult thinking"
257,0.5158898,0.46964633,0.014463882,"Why is this poll or this research limited only to Muslim Moroccans and did not include Moroccan Jews. No, there is no Jewish Moroccan who abandoned his Jewish religion and became an atheist or religious and how this transformation lives between the Moroccan Jewish community and how to see it"
258,0.24373524,0.6429698,0.11329494,"For me, I smell in this study the smell of preparation to discuss these ideas without embarrassment in the country of Islam, this Interpolloid researcher."
259,0.12855697,0.6764222,0.19502087,"Atheists have millions of millions and the people of the people, such as Mao, Lenin, Stalin, Paul Pot, others, and Muslims have defenders of values, society, mind and money like the prophets, peace be upon them and the companions of the Prophet, may God be pleased with them, and they have before that, God is the guiding who knows man andCreation, ordering justice, and forbidding obscenity"
260,0.009597337,0.46727127,0.52313143,"Glory be to God, the One, the one who is the one who is the Creator of all the things of God, God Almighty, sent the Apostles with one religion, which is Islam.The verses that indicate the existence of God Almighty and his oneness, God Almighty and those who are exalted with these verses."
261,0.050499965,0.7409144,0.20858558,"I was one year and I went back to God for a year that was not one of the psychological disorder and no dragging to my morals, but it was only a meant.God is on the idealism of this is the answer of Imam Malik about who asked him how God is to be leveled on the throne."
262,0.32220143,0.6043637,0.0734349,"The transactions are the one who determines the religion of the person, even if it is not a Muslim, perhaps a Christian, but its treatment is much better than Muslims who do all the actions that Islam has forbidden and find them in Ramadan and they do not enter the mosque except on Friday with majesty and gowns and forgot that God knows what is in themselves"
263,0.6740199,0.30837825,0.017601876,"The religious people in Morocco are much more than what many Moroccans believe, but most of them do not speak on the topic with the Internet and the spread of the identifier about the truth of the Islamic religion is only a matter of time until it comes out a much more numbers that can only hide the truth forever"
264,0.27639997,0.67669266,0.04690738,"Leaders enter the market of their Rios and what they approach the rituals of Islam, what they discuss, and they are not lost, because this is what they are of their right as long as they are not Muslims.The nursing Sunnah and the Qur’an and what is mocking Islam and Muslims"
265,0.21321705,0.66299766,0.12378529,"I still deny the period of the Tamanin and the last seventies, the Moroccans were open, intellectuals and elegant, until their words were full of tact and the French language better than the French themselves, because of the Barbul and the entry of the sinking and the vulnerabilities of Salafi to the homes of Moroccans. We are witnessing the methods of religiosity and Yemeni life in Morocco"
266,0.35248584,0.5545267,0.09298747,"It is better for everyone to remain disappeared in society, because if they speak, they will raise doubt and obsessive for weakness, and because Islam has no discussion in it, and there is no debate is a gift from God for the happiness of his creation only"
267,0.08579351,0.66050786,0.25369862,"The indigo is not a small category, but rather an important part of society, and they are citizens who perform, studying, paying taxes, and they must be respected, and their rights are guaranteed. Morocco is not the Taliban."
268,0.5527536,0.42383197,0.023414392,"This researcher is far from the truth of atheism in Morocco, and you do not know about Islam except for their name, despite their atheistic actions and sayings, except that within them is pure and believe in God, but the situation that Islam has and the representatives of Islamic countries have made Muslims lose the compass and some of them wear an atheist dress, but it is not an infidel"
269,0.11931248,0.5544115,0.326276,"Before the eighties, the Moroccan women were veiled with Hayek and the men were all in the beard and the mosques, always full of before the eighties. He was Islamic and was beautiful before the brutal French colonial"
270,0.572278,0.37268475,0.055037234,"I am surprised by the prevailing and wrong belief that the atheist or the indigo in general chooses atheism by deleting the followers of his whims and desires without accountability or sergeant, and the opposite is correct.An excuse that God is Forgiving, Merciful. I personally know atheist people, educated, their lives are balanced so that they do not drink and do not smoke"
271,0.011923479,0.4979503,0.4901263,"Our Morocco's system is on the way to perpetuate democracy, expressive and contractual freedoms, and to prove national patriotism, and the Moroccan identity that is bound by its Moroccan and unified with its diversity and African tributaries, and established for peace, coexistence and pluralism. Acceptance of the other"
272,0.3720868,0.57501584,0.052897368,"I think that the Ministry of Health has not fulfilled its promises yet, so what I have committed to the health worker, including a clear increase in this, in a detailed record that clarifies the formula and time of benefit from it, then after that, the Minister of Health in Parliament stated with an incomprehensible foggy statement when he said that the file of the increaseIn the wages of the health worker on the prime minister's table for arbitration, and therefore the health working has the right to know the fate of its demand file without winding or rotation"
273,0.0329952,0.7142488,0.2527561,"The statements of the Minister of Health insist that it is necessary to stimulate the health frameworks in order to be able to bridge the tremendous specialization in human resources, even partially, so how will this motivation be activated in the framework of the health job and where is the actual download of the expected reform will succeed in front of the health of the health operation and its continuation in the protest because what is doneGranting him to the doctors, followed, only their legitimate right, i.e. starting with the infinite number"
274,0.20651735,0.7023039,0.09117879,"I bear witness to God that I was affected by this tendency to interact with blood and the period of hospitalization in the clinic and dirham bill despite my difficult circumstances, God and yes, the agent"
275,0.7177306,0.27550438,0.006765042,"No, the vaccine companies were aware of the dangerous side effects of the tried vaccines in all these companies in the world, their conditions imposed the states responsible"
276,0.40170026,0.5705277,0.027772052,"Corona vaccines are all and without exception, I affected the health of their receiving in various proportions, may God count us and yes, the agent"
277,0.56041616,0.41717106,0.022412775,"You cannot recognize because Morocco cannot rely on itself and make its needs itself, but it depends on everything that is imported from whether it is valid or not valid, especially all that is related to health and vaccines. As for some vaccines, they have an effect on health and immunity andThe evidence after its use resulted in the large number"
278,0.7891531,0.19894564,0.011901249,"I know many people, they appeared to them side effects, and my poor grandmother died her womb due to the vaccine and the problem of blood clotting and the occurrence of a stroke, and I know many Moroccans. Their health appeared after the fateful vaccine.His day, if the vaccine did not take Daba Jay, you are trying to deny me."
279,0.8775443,0.11930035,0.0031554191,"Question why you imposed vaccination on all Moroccans, even children, pregnant women, the elderly and the sick"
280,0.6537294,0.3256222,0.020648398,"My sister was in a coma that lasted and when she was transferred to and performed all the analyzes and signs of radiology, it was found that she suffers from nothing except from the effects of the Astrazinexal vaccine."
281,0.30314836,0.6255629,0.07128871,"I swear to God that I was harmed by pollination, and with God, you specialize, may God take the truth in you"
282,0.38617343,0.5989391,0.0148874,What about the vaccines that were not adopted from the majority of countries and were used in the period of clinical trials in Morocco.
283,0.88793296,0.1060662,0.0060008164,"The Moroccans are not among the effects of this issue, and not only the manufacturer from its effects, but the whole world is the whole globe.Is it a contempt, a lack of efficiency, or is it incomprehensible?"
284,0.71041477,0.27756706,0.012018188,Even the admission of the company itself is still intransigence. You cannot confess is afraid of the judicial accountability.Who is the citizen's carcinogens
285,0.9541613,0.042258274,0.0035804224,"Personally, I was affected by the Estrazenica vaccine. I had a disease in my eyes because of it. I have been suffering since I received the vaccine."
286,0.08983606,0.65733266,0.25283125,"Praise be to Belgium, the vaccination was not compulsory."
287,0.08160071,0.75693446,0.16146488,"Until God inherits the land and those on it, the state and the government must, as a unified body, contribute to building hospitals at the level of Moroccan soil as a whole from Tangier to Kouira, and that doctors and professors are encouraged not to be stationed only in Rabat and Darbia and that state and internal properties raise the level of cities supplyAnd facilitating medical medicine because when the Moroccan heads abroad for medical, he is the first heading to public hospitals and not in particular, Mr. Minister, public hospitals are the cemetery of time, specialization, a good level is absent from it, medical materials are absent, and the only present is the guard who arrives and wanders as if the hospital inherited it from his grandparents"
288,0.2846496,0.66736406,0.047986325,What is the institution that purchased the real estate of health and its macarines are the owners of this institution or the company and the quotas of all the applicants to sow there are shareholders of their own hands in politics. We want only health and transparency.
289,0.63493526,0.35217127,0.012893408,"Perhaps you, Mr. Minister Madkkolkash Astra Zezika, this is not the most important symptom"
290,0.041762058,0.9023464,0.055891607,"In order to summarize the future health situation according to my humble perspective, and I am from the people of the field, how is it going on with some urban transport institutions, Gadi, with some of the vegetables."
291,0.5250082,0.4373219,0.037669916,"My mother was the health of peace, and after the second dose, then the softening mother died, and the blood was dispensed until now, and she is subject to medical follow -up without success. A person comes and denies what the manufacturer admitted itself, with a good shoulder of their shoulder from Doc."
292,0.050979648,0.45285127,0.4961691,"Peace after I took and replied I took the first dose of the vaccine, and I do not know what is the important type. The things were good before pollination, and after the IVF, I sleep at night, and when you wake up, I find my clothes all wet and sweaty, almost the concept of the source is almost three weeks, and I suffer I was experiencing a Corona test.After deep thinking, I confirmed that these symptoms were not before the pollination and took my decision to refrain from all doses, and praise be to God, I drank herbs and natural tonights, and some regular medications, praise be to God for his blessings that he saved me who chose, a clot, or a disability of God, have mercy on the martyrs of Corona and the vaccinationMay God heal the sick"
293,0.00625109,0.2833811,0.7103678,I bear witness that you have given our hands and presented us with a plate of gold for international companies to experience our real estate.
294,0.08871863,0.84744626,0.06383508,"I bear witness, O Minister"
295,0.76745254,0.21015622,0.022391213,"As long as you said that any vaccine has side effects and complications, why did you forced us to receive it and pressed us by various means in order to take a vaccine that can harm us, God bless us and yes, the agent"
296,0.3577067,0.5897298,0.052563574,"This master is more royal than the king, as you say, as a confessing, that its vaccine may cause some groups with severe damage that may lead to the sovereignty of the minister, denying this, God willing, creatures in Morocco"
297,0.8939971,0.09909684,0.006906041,"This is the lying of it, and it is with his ghetto."
298,0.32934085,0.6306841,0.03997504,Astrazinica has confessed to side effects and the minister knows more than a normal Estrazenic
299,0.9226589,0.07340246,0.0039386246,You are the one who imposed the vaccine. You should take full responsibility and try on your heinous crime
300,0.7774076,0.20785953,0.014732863,"Glory be to God, some extremists make the pill a dome as they enlarge matters and create panic among citizens, not for fear of them, but a service for their own interest.Normal, why people's phone in this way, whoever dies the reason for his death is to pollinate."
301,0.07806391,0.44279325,0.4791429,"My sister is a year old, she was not suffering from health problems, but after the vaccine, she suffered a stroke in the liver, which led to the cessation of the colon work. Praise be to God."
302,0.861764,0.12795426,0.010281742,"I am residing in France, and there are thousands of citizens who suffer from the blood of the blood, the esophagus and strokes, and I am one of them.I was exposed to the same symptoms and a heart attack, of course, things here are also a task and unclear and no one wants to talk about the topic, but for how long God knows"
303,0.621611,0.35753307,0.02085594,He can go into and lie and say what he wants as long as there are seventy percent of the illiterate in Morocco and forty percent of the illiterate who read and do not write and politicians can control them how they like and whispered to where the wealthy owners want him from the deep state and the World Bank and his agents from the state -controlled state bodies in the fate of countries that do not have decisionsFrom its free will
304,0.020597426,0.42691013,0.55249244,"This is the biggest quorum in Morocco, who was calling people to take the vaccine, and the last wow, to reassure people"
305,0.19206282,0.7764738,0.031463373,"For Moroccans, they were the crowds of the crowd of vaccination centers, and Dibba Kitchoukoukoukoukouh"
306,0.8479607,0.14741588,0.004623372,My uncle was subjected to a stroke after receiving the vaccine directly.
307,0.5673487,0.39858755,0.034063783,"According to the government official’s response, a company lied in its statement and that the correct speech is the one that has this official so that the vaccine is not harmful and side effects on the health of the Moroccan citizen, so their answers are lying to all and they are the ones who have the optimal truth with the entitlement of the eyes and the threat of resorting to the judiciary in the event of whether it is doneDeny"
308,0.003273973,0.13100411,0.8657219,"Peace be upon you and God, and God is my father."
309,0.82949495,0.1612901,0.009214971,"If the company that produced the vaccine strategy has recently admitted that the vaccine causes platelet deficiency syndrome is a rare blood disorder that threatens as it causes clots in small blood vessels throughout the vicaries and these clots can limit or prevent blood flow to organs such as the brain, kidneys and heartIncreasing clots may also cause a decrease in the number of plates. This syndrome can quickly disintegrate red blood cells, which leads to a rare form of anemia called anemia, according to the Medical News website.God and yes, the agent"
310,0.9662298,0.031830665,0.0019395279,The damages of the vaccine that I have been subjected to can only be fattened to death.
311,0.9457367,0.052029923,0.002233445,Whoever is damaged and who died due to the vaccine will remain his sin in your neck until the Day of Resurrection
312,0.4992819,0.4571561,0.043561973,"Daba Hanna, we lie to me, I made it and confessed to me a vaccine that has health damages and sales, and we can make the minister Hahaha"
313,0.17282753,0.8023602,0.02481236,"Is the ministry a study on the side effects of the vaccine, I am a testimony after receiving the vaccine two doses at the age"
314,0.8041009,0.19012693,0.005772182,"Harassment exists, but its causes and incentives exist. Some people are the ones who start harassment in the clothing of the lack of literature makes the owners of diseases and the pent -up in the event that any one must be punished by modesty with their clothes"
315,0.33562312,0.6461434,0.018233502,What is the saying in the harassers on men must enact a law parallel to confront them and punish them and give the right to the wives of the harasser to inform the law must protect everyone
316,0.7258263,0.26833802,0.005835591,The harassment of men and children who wear the mini and the public prosecutor does not move the problem follow -up in the law or the agent
317,0.7528873,0.23677707,0.0103356615,"If a man does not harass the woman, then she will harass him. If the woman does not harass the man, he will harass her, then harass a humanitarian tendency from eternity, and this evidence that has been removed must be fair to the two parties, so how many women also ruined families with her actions"
318,0.787087,0.2036206,0.009292358,"Yes, to fight harassment, but yes, as well as the punishment for those who cause this harassment, which is that dress that is disgraced, which raises the lust of men from laughing on the thickness"
319,0.3968463,0.54109305,0.062060617,"In the dictionary of beauty and nebula, the girl who is not subjected to harassment in the concept of these associations, she is not beautiful and unwilling."
320,0.86872756,0.12806821,0.003204273,The reasons for harassment are the basis of being alone
321,0.88242936,0.11253952,0.005031082,"Western countries and some Islamic countries criminalize harassment of the maximum sanctions. As for us, you may find the security man with his job, harassing the female community. Our society is moving towards moral decay because the laws have remained trapped"
322,0.58836484,0.37982774,0.03180739,"The woman's body outside the home is working and on the street is the one that stimulates harassment, and the man is not always harassed, but the woman is also biased to the greatest installment of harassment with men, and there are those who make harassment a profession that benefits and enjoys for free, so why it is allowed for women to harass and put laws to prevent men from harassment and openingThe way for women only and this country was for women only"
323,0.6796792,0.3059454,0.014375396,"Why did not anyone talk about harassment against men that most cases of harassment come from women first, some of them harass the feud of men.And false interpretations, the Holy Quran, setting a work program for every time and place, the most important of which is the prohibition of prodigy"
324,0.0975354,0.5907048,0.31175983,"Women molest men with their clothes, and they are the ones who punish the first if you are a respectable person who does not miss people, that is, men and even among women in your clothes, beauty, or position, or imitate you, we are a respectable nation in our society, respect yourself.Outside work, on the street, or in this way, we ask you for forgiveness and wellness, and that God will protect you from all harm"
325,0.801967,0.19250336,0.0055296025,Everyone harasses women and men and in all public and semi -public administrations who will apply the law harassing no power or power except with God
326,0.7541572,0.23724975,0.008593079,"One of the manifestations of suppression and the excessive masculinity in our society is that some of them say that harassment is caused by provocations of women's dress.Sincerely, you know, if each one in our country, eat the almonds, because he saw Hanna in progress and prosperity"
327,0.69423294,0.2956347,0.0101323705,This act is considered a crime if you are scrutinizing a girl. Do you accept that someone harass the answer to the feeling of mutual feeling
328,0.29642195,0.65524757,0.048330452,"No to harass all kinds in our society, and weak groups must be protected, nor for sexual lessons in schools, there can be awareness lessons that take into account education within the moderate, authentic Moroccan family that were guaranteed through generations of dignity and chastity of the girl and women inside and outside the house, then not for sexual lessons as allHe knows and wants associations"
329,0.6897703,0.29637933,0.013850385,"The evidence is the lack of respect for men by wearing them.In the West and nudity, they complain about whether you think that the Moroccan man has become inanimate and without feelings and without instinct, and you want from him not to harass."
330,0.74648136,0.24090737,0.012611302,"He saw the harassment of women, too, you see you with a car. She is wasting with you"
331,0.90409917,0.092152566,0.0037482618,Women harassed men is the most prevalent currently in Morocco. Why are you always trying to mix the people and enact laws to insult the man who is the victim of harassment by women.
332,0.55162543,0.434722,0.013652505,"What is the way for women, who are married, and for girls who harass men, and what most of them in this time. As for men, there is a few category of pent -up and psychologists, especially the harassers of minors"
333,0.4871932,0.49871477,0.014091958,Women harassed this time in men
334,0.5152668,0.46078452,0.023948628,"Is this image to be reflected, or is the man to be his car, and if it is gained by the loan, there is no respect and the puncture of good morals."
335,0.101284064,0.7115309,0.18718508,"Also, we should not forget the harassment of the associations supported by God, and God knows best of our traditions, our religion and our social heritage, and works on the distinction between men and women, and it is time to deter them and take care of them"
336,0.3898697,0.580061,0.030069284,"I was going to have a delicacy, as well as a comment on the topic, but what the Brotherhood and the sisters who preceded me were stuck in my chest and my heart, so it was not a reason for my comment."
337,0.28245896,0.6840797,0.033461377,"The man is an innate person who does not harass a straight woman intended to walk, her behavior and suggestion."
338,0.41611046,0.5710412,0.012848229,"I, as a man, with the tightening of the rape penalty first to reach the execution."
339,0.2145001,0.62996554,0.15553437,We hope that these demands will be fulfilled. Women cannot wander without harassment of harassment of words and even suspicious looks.
340,0.6062975,0.33497602,0.058726467,"Harassment is a very bad and ugly habit that must clean our society from such minds that do not respect the law and dynams. If the girl is not respected or respectful, this does not justify the crime of harassment even who is completely covered by the dress that may have suffered from harassment, we must turn a blind eye to all of our eyes.Married women, if we want to live in a beautiful and safe country and be happy and comfortable, we must move away from these things, whether young or elders with the law to deter the fools, God is good, our condition, Lord of happiness, you may come or go with something very simple, wrong who thinks happiness in money is happiness in respect"
341,0.8152978,0.17560305,0.0090991,Islam is lost and our true religion is lost. There is no power or strength except in God.
342,0.80371106,0.19131833,0.0049706106,"When the food is not hidden, insects must occur and eat from animals and rot with the passage of days"
343,0.006803157,0.33792636,0.65527046,This association is a way to graduate from young people
344,0.71342653,0.2770785,0.009495,"Enough of this cylinder, the contract is the woman who harasses the looks, and sometimes it separates a married woman"
345,0.6678227,0.32487035,0.007306887,"We talk about harassment in the street, departments, and workers in homes."
346,0.72029114,0.27223286,0.0074760346,Dismantling terrorist cells in Morocco
347,0.7696911,0.22400424,0.006304606,"As long as there are religious texts calling for the killing of the violator religiously and sexually, and so on, terrorist extremism will continue not to come from a vacuum, but from religious texts, jurisprudence, heritage, elders and other factors, the incubator of superficial security, insufficient, the source should be dried."
348,0.0075090392,0.23605841,0.7564326,We ask God to increase the vigilance of our valiant security services and provide them with his help until this country lives in security and safety and in peace and peace
349,0.079871,0.79127854,0.1288505,"The same pre -emptive strategy and a wise, wise vision in combating crime must be organized"
350,0.3074261,0.6747639,0.017809972,"The topic did not address the details, at least the city in which the arrest took place"
351,0.25069577,0.63039756,0.11890668,The successful means of drying the sources of terrorism is the dismantling of the intellectual and ideological structure of it by spreading the enlightening and rational thought to save the youth from the swamps of enthusiasm for jihadist thought and the love of death in order to win the paradise and the eye of the eye
352,0.9423331,0.054618005,0.0030488933,"Our Zionist extremists have all the extremists of the world, we have not seen blood that takes place in this way in our lives. With this brutality."
353,0.046233565,0.45833,0.4954364,A greeting of arrogance and appreciation to all the authorities and security services of all kinds for their vigilance and compass
354,0.58262527,0.39845982,0.01891494,"When will we hear the dismantling of the Zionist terrorist cells in Morocco, which multiply more than rabbits and there will be a vigilance and security insistence that he will not return against them."
355,0.87053096,0.12343826,0.006030768,"Why does everyone avoid and avoid telling the truth to us one enemy since independence, which is why the media and the government do not say what is the nationality of these times. Why do they describe us with their enemies in their official bulletins and we open our airports and borders to them without accountability or even we enjoy customs exemptions and give them even Moroccan nationality and allHe knows their hatred and envy and that they are planning to sabotage Morocco and destabilize its royal and religious regime."
356,0.88437766,0.11126956,0.004352754,"Praise be to God for the security in Morocco. There are a number of countries and organizations aimed at destabilizing Morocco's security either envy from themselves or to blackmail officials or in an effort to spread corruption spiritual and psychological security for Moroccans threatened by the Kharijites of the times and the Shiites as threatened by the parties of Mama France and the WestPoverty, bad education and bribery, all of this makes a number of Moroccans hate their country and destabilize security"
357,0.06650125,0.8824815,0.05101723,"The stages, Bash, choose the participants before the month of the service of the service."
358,0.14574006,0.7638257,0.09043421,"By God, the matches for public and private circulation and work interviews with Canada and pushing the counters to European countries and easy from Hadchiah, one thing that runs something with a press, you see the formation remoteIn the oral, and after they say to you, we regret the choice, the time is made for me. I spent Bash to serve a month"
359,0.6697656,0.31709665,0.013137713,"How does one make sense of stole and dumb and woo put it with the criminal one inside the alimony on the alimony of Ghadi, it must be returned to the freshness of what is located inside the prisons."
360,0.19484113,0.729863,0.07529588,"When we were young and exactly in the primary education stage, he was asking us to do offers on many topics, including the deviation of young people, and drugs were one of the reasons and for our younger age, this information remains entrenched in our minds and today we hear the legalization"
361,0.09367836,0.79063386,0.11568779,"The Dutch experiment is present and entertainment hemp can be sold as cigarettes are sold because its consumption is a reality, but it must be legalized as the imposition of its sale to adults and in a limited amount"
362,0.4930938,0.41804704,0.08885916,"I think that hashish should be allowed to smoke in its historical regions and in licensed stores and carry clear signs and allow this only to people over a year. Cannabis is no longer the most dangerous thing that is promoting drugIn an incomparable manner for those who use it in the de facto stage, it is not necessary to use cannabis a year ago"
363,0.0038113524,0.10709038,0.88909835,"May God give you health. It is the best way to attract tourists. Was Hanna Hassan from Germany, Canada and other developed countries that took Hadchi"
364,0.06471219,0.7955197,0.13976811,"The reality and confession must be the beginning of the reality that a large percentage of people consume the derivatives of the Indian hemp and not a defect, how is it a popular plant and consumed from a long time until now."
365,0.12209297,0.6496492,0.2282578,I have the full confidence in the conservative Moroccan state to prevent the legalization of drugs and ensure the security and health of citizens in the left Germany has been legalized despite the refusal of doctors and society and they are now talking about the legalization of heroin Germany governed by the ideology of the Green Party and the Socialists who seek to decipher the conservative society
366,0.5856463,0.3950718,0.019281905,"And why do we not follow in our country producing this plant what some European countries are working on, where he sold the derivatives of how to publicly in private stores. Are they wrong and we live a large criticism of a plant produced in our country, but it is forbidden to consume the consumption of you, O officials of the late speech of His Majesty Hassan II in this regard.The eighties"
